,publisher,publisher_categories,keywords,title,publicationYear,author(s),researcher,tot_appearances,tot_pubYrs,tot_keywords,tot_publishers
2449,the cambridge structural database,scientific,0,ccdc 1992272: experimental crystal structure determination,2020,a frontier," frontier, alison j.",51,19,3,2
2450,the cambridge structural database,scientific,0,ccdc 1971336: experimental crystal structure determination,2020,m ritz,"ritz, mikhaila d.",1,1,1,1
2451,the cambridge structural database,scientific,0,ccdc 1971336: experimental crystal structure determination,2020,a parsons," parsons, astrid m.",1,1,1,1
2452,the cambridge structural database,scientific,0,ccdc 1971336: experimental crystal structure determination,2020,p palermo," palermo, philip n.",1,1,1,1
2453,the cambridge structural database,scientific,0,ccdc 1971336: experimental crystal structure determination,2020,w jones," jones, william d.",156,27,10,2
2454,the cambridge structural database,scientific,0,ccdc 1980382: experimental crystal structure determination,2020,j prybil,"prybil, joshua w.",2,1,2,2
2455,the cambridge structural database,scientific,0,ccdc 1980382: experimental crystal structure determination,2020,r wallace," wallace, rodney",4,3,3,2
2456,the cambridge structural database,scientific,0,ccdc 1980382: experimental crystal structure determination,2020,a warren," warren, alexandra",2,1,2,2
2457,the cambridge structural database,scientific,0,ccdc 1980382: experimental crystal structure determination,2020,j klingman," klingman, jordan",2,1,2,2
2458,the cambridge structural database,scientific,0,ccdc 1980382: experimental crystal structure determination,2020,r vaillant," vaillant, romane",2,1,2,2
2459,the cambridge structural database,scientific,0,ccdc 1980382: experimental crystal structure determination,2020,m hall," hall, michael b.",5,4,3,2
2460,the cambridge structural database,scientific,0,ccdc 1980382: experimental crystal structure determination,2020,x yang," yang, xin",4,3,3,3
2461,the cambridge structural database,scientific,0,ccdc 1980382: experimental crystal structure determination,2020,w brennessel," brennessel, william w.",327,18,10,2
2462,the cambridge structural database,scientific,0,ccdc 1980382: experimental crystal structure determination,2020,r chin," chin, robert m.",17,12,3,2
2463,the cambridge structural database,scientific,0,ccdc 1980377: experimental crystal structure determination,2020,b schurr,"schurr, bradley e.",1,1,1,1
2464,the cambridge structural database,scientific,0,ccdc 1980377: experimental crystal structure determination,2020,o nachtigall," nachtigall, olaf",6,4,2,2
2465,the cambridge structural database,scientific,0,ccdc 1980377: experimental crystal structure determination,2020,l vangelder," vangelder, lauren e.",8,5,2,2
2466,the cambridge structural database,scientific,0,ccdc 1980377: experimental crystal structure determination,2020,j drappeau," drappeau, justine",1,1,1,1
2467,the cambridge structural database,scientific,0,ccdc 1980377: experimental crystal structure determination,2020,w brennessel," brennessel, william w.",327,18,10,2
2468,the cambridge structural database,scientific,0,ccdc 1980377: experimental crystal structure determination,2020,e matson," matson, ellen m.",22,7,2,2
2469,the cambridge structural database,scientific,0,ccdc 1954477: experimental crystal structure determination,2020,b petel,"petel, brittney e.",8,3,2,2
2470,the cambridge structural database,scientific,0,ccdc 1954477: experimental crystal structure determination,2020,r meyer," meyer, rachel l.",5,4,2,2
2471,the cambridge structural database,scientific,0,ccdc 1954477: experimental crystal structure determination,2020,m maiola," maiola, michela l.",3,2,2,2
2472,the cambridge structural database,scientific,0,ccdc 1954477: experimental crystal structure determination,2020,w brennessel," brennessel, william w.",327,18,10,2
2473,the cambridge structural database,scientific,0,ccdc 1954477: experimental crystal structure determination,2020,a müller," müller, astrid m.",1,1,1,1
2474,the cambridge structural database,scientific,0,ccdc 1954477: experimental crystal structure determination,2020,e matson," matson, ellen m.",22,7,2,2
2475,zenodo,general,51 physical sciences; 51 physical sciences; 5101 astronomical sciences,the white dwarf opportunity - supplementary material,2020,l kaltenegger,"kaltenegger, lisa",1,1,1,1
2476,zenodo,general,51 physical sciences; 51 physical sciences; 5101 astronomical sciences,the white dwarf opportunity - supplementary material,2020,r macdonald," macdonald, ryan j.",1,1,1,1
2477,zenodo,general,51 physical sciences; 51 physical sciences; 5101 astronomical sciences,the white dwarf opportunity - supplementary material,2020,t kozakis," kozakis, thea",1,1,1,1
2478,zenodo,general,51 physical sciences; 51 physical sciences; 5101 astronomical sciences,the white dwarf opportunity - supplementary material,2020,n lewis," lewis, nikole k.",1,1,1,1
2479,zenodo,general,51 physical sciences; 51 physical sciences; 5101 astronomical sciences,the white dwarf opportunity - supplementary material,2020,e mamajek," mamajek, eric e.",30,14,2,2
2480,zenodo,general,51 physical sciences; 51 physical sciences; 5101 astronomical sciences,the white dwarf opportunity - supplementary material,2020,j mcdowell," mcdowell, jonathan c.",1,1,1,1
2481,zenodo,general,51 physical sciences; 51 physical sciences; 5101 astronomical sciences,the white dwarf opportunity - supplementary material,2020,a vanderburg," vanderburg, andrew",1,1,1,1
2482,the cambridge structural database,scientific,0,ccdc 1998585: experimental crystal structure determination,2020,x ren,"ren, xinkun",5,2,2,2
2483,the cambridge structural database,scientific,0,ccdc 1998585: experimental crystal structure determination,2020,n liu," liu, ningyu",1,1,1,1
2484,the cambridge structural database,scientific,0,ccdc 1998585: experimental crystal structure determination,2020,a chandgude," chandgude, ajay l.",6,2,2,2
2485,the cambridge structural database,scientific,0,ccdc 1998585: experimental crystal structure determination,2020,r fasan," fasan, rudi",18,6,6,2
2486,the cambridge structural database,scientific,0,ccdc 1971659: experimental crystal structure determination,2020,r meyer,"meyer, rachel l.",5,4,2,2
2487,the cambridge structural database,scientific,0,ccdc 1971659: experimental crystal structure determination,2020,m anjass," anjass, montaha h.",1,1,1,1
2488,the cambridge structural database,scientific,0,ccdc 1971659: experimental crystal structure determination,2020,b petel," petel, brittney e.",8,3,2,2
2489,the cambridge structural database,scientific,0,ccdc 1971659: experimental crystal structure determination,2020,w brennessel," brennessel, william w.",327,18,10,2
2490,the cambridge structural database,scientific,0,ccdc 1971659: experimental crystal structure determination,2020,c streb," streb, carsten",1,1,1,1
2491,the cambridge structural database,scientific,0,ccdc 1971659: experimental crystal structure determination,2020,e matson," matson, ellen m.",22,7,2,2
2492,the cambridge structural database,scientific,0,ccdc 2002514: experimental crystal structure determination,2020,p neate,"neate, peter g. n.",5,4,2,2
2493,the cambridge structural database,scientific,0,ccdc 2002514: experimental crystal structure determination,2020,m greenhalgh," greenhalgh, mark d.",2,2,2,2
2494,the cambridge structural database,scientific,0,ccdc 2002514: experimental crystal structure determination,2020,w brennessel," brennessel, william w.",327,18,10,2
2495,the cambridge structural database,scientific,0,ccdc 2002514: experimental crystal structure determination,2020,s thomas," thomas, stephen p.",2,2,2,2
2496,the cambridge structural database,scientific,0,ccdc 2002514: experimental crystal structure determination,2020,m neidig," neidig, michael l.",70,10,5,2
2497,frontiers,scientific,32 biomedical and clinical sciences; 32 biomedical and clinical sciences; 3202 clinical sciences; 36 creative arts and writing; 36 creative arts and writing; 3603 music; 42 health sciences; 42 health sciences; 4201 allied health and rehabilitation science,data_sheet_1_practices and attitudes that enhance music engagement of adult cochlear implant users.pdf,2019,k gfeller,kate gfeller,1,1,1,1
2498,frontiers,scientific,32 biomedical and clinical sciences; 32 biomedical and clinical sciences; 3202 clinical sciences; 36 creative arts and writing; 36 creative arts and writing; 3603 music; 42 health sciences; 42 health sciences; 4201 allied health and rehabilitation science,data_sheet_1_practices and attitudes that enhance music engagement of adult cochlear implant users.pdf,2019,r mallalieu, ruth macmullen mallalieu,1,1,1,1
2499,frontiers,scientific,32 biomedical and clinical sciences; 32 biomedical and clinical sciences; 3202 clinical sciences; 36 creative arts and writing; 36 creative arts and writing; 3603 music; 42 health sciences; 42 health sciences; 4201 allied health and rehabilitation science,data_sheet_1_practices and attitudes that enhance music engagement of adult cochlear implant users.pdf,2019,a mansouri, aleksander mansouri,1,1,1,1
2500,frontiers,scientific,32 biomedical and clinical sciences; 32 biomedical and clinical sciences; 3202 clinical sciences; 36 creative arts and writing; 36 creative arts and writing; 3603 music; 42 health sciences; 42 health sciences; 4201 allied health and rehabilitation science,data_sheet_1_practices and attitudes that enhance music engagement of adult cochlear implant users.pdf,2019,g mccormick, gaelen mccormick,1,1,1,1
2501,frontiers,scientific,32 biomedical and clinical sciences; 32 biomedical and clinical sciences; 3202 clinical sciences; 36 creative arts and writing; 36 creative arts and writing; 3603 music; 42 health sciences; 42 health sciences; 4201 allied health and rehabilitation science,data_sheet_1_practices and attitudes that enhance music engagement of adult cochlear implant users.pdf,2019,r o’connell, renee blue o’connell,1,1,1,1
2502,frontiers,scientific,32 biomedical and clinical sciences; 32 biomedical and clinical sciences; 3202 clinical sciences; 36 creative arts and writing; 36 creative arts and writing; 3603 music; 42 health sciences; 42 health sciences; 4201 allied health and rehabilitation science,data_sheet_1_practices and attitudes that enhance music engagement of adult cochlear implant users.pdf,2019,j spinowitz, jake spinowitz,1,1,1,1
2503,frontiers,scientific,32 biomedical and clinical sciences; 32 biomedical and clinical sciences; 3202 clinical sciences; 36 creative arts and writing; 36 creative arts and writing; 3603 music; 42 health sciences; 42 health sciences; 4201 allied health and rehabilitation science,data_sheet_1_practices and attitudes that enhance music engagement of adult cochlear implant users.pdf,2019,b turner, bettina gellinek turner,2,2,2,2
2504,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3402 inorganic chemistry; 3406 physical chemistry,"site-selective halogenation
of polyoxovanadate clusters:
atomically precise models for electronic effects of anion doping in
vo<sub>2</sub>",2019,b petel,"brittney
e. petel",8,3,2,2
