,publisher,publisher_categories,keywords,title,publicationYear,author(s),tot_appearances,tot_pubYrs,tot_keywords,tot_publishers
2249,springer nature,geology/environment,31 biological sciences; 31 biological sciences; 3105 genetics,additional file 2 of hybrid dysgenesis in drosophila virilis results in clusters of mitotic recombination and loss-of-heterozygosity but leaves meiotic recombination unaltered,2020,lucas hemmer,1,1,1,1
2250,springer nature,geology/environment,31 biological sciences; 31 biological sciences; 3105 genetics,additional file 2 of hybrid dysgenesis in drosophila virilis results in clusters of mitotic recombination and loss-of-heterozygosity but leaves meiotic recombination unaltered,2020, guilherme dias,1,1,1,1
2251,springer nature,geology/environment,31 biological sciences; 31 biological sciences; 3105 genetics,additional file 2 of hybrid dysgenesis in drosophila virilis results in clusters of mitotic recombination and loss-of-heterozygosity but leaves meiotic recombination unaltered,2020, brittny smith,1,1,1,1
2252,springer nature,geology/environment,31 biological sciences; 31 biological sciences; 3105 genetics,additional file 2 of hybrid dysgenesis in drosophila virilis results in clusters of mitotic recombination and loss-of-heterozygosity but leaves meiotic recombination unaltered,2020, kelley vaerenberghe,1,1,1,1
2253,springer nature,geology/environment,31 biological sciences; 31 biological sciences; 3105 genetics,additional file 2 of hybrid dysgenesis in drosophila virilis results in clusters of mitotic recombination and loss-of-heterozygosity but leaves meiotic recombination unaltered,2020, ashley howard,1,1,1,1
2254,springer nature,geology/environment,31 biological sciences; 31 biological sciences; 3105 genetics,additional file 2 of hybrid dysgenesis in drosophila virilis results in clusters of mitotic recombination and loss-of-heterozygosity but leaves meiotic recombination unaltered,2020, casey bergman,1,1,1,1
2255,springer nature,geology/environment,31 biological sciences; 31 biological sciences; 3105 genetics,additional file 2 of hybrid dysgenesis in drosophila virilis results in clusters of mitotic recombination and loss-of-heterozygosity but leaves meiotic recombination unaltered,2020, justin blumenstiel,1,1,1,1
2256,public library of science,scientific,42 health sciences; 42 health sciences; 4206 public health; 44 human society,risk factors for loneliness: the high relative importance of age versus other factors,2020,bridget shovestul,1,1,1,1
2257,public library of science,scientific,42 health sciences; 42 health sciences; 4206 public health; 44 human society,risk factors for loneliness: the high relative importance of age versus other factors,2020, jiayin han,1,1,1,1
2258,public library of science,scientific,42 health sciences; 42 health sciences; 4206 public health; 44 human society,risk factors for loneliness: the high relative importance of age versus other factors,2020, laura germine,1,1,1,1
2259,public library of science,scientific,42 health sciences; 42 health sciences; 4206 public health; 44 human society,risk factors for loneliness: the high relative importance of age versus other factors,2020, david dodell-feder,3,3,3,2
2260,frontiers,scientific,"30 agricultural, veterinary and food sciences; 30 agricultural, veterinary and food sciences; 3006 food sciences; 31 biological sciences; 31 biological sciences; 3107 microbiology","data_sheet_1_landscape, water quality, and weather factors associated with an increased likelihood of foodborne pathogen contamination of new york streams used to source water for produce production.docx",2020,daniel weller,1,1,1,1
2261,frontiers,scientific,"30 agricultural, veterinary and food sciences; 30 agricultural, veterinary and food sciences; 3006 food sciences; 31 biological sciences; 31 biological sciences; 3107 microbiology","data_sheet_1_landscape, water quality, and weather factors associated with an increased likelihood of foodborne pathogen contamination of new york streams used to source water for produce production.docx",2020, alexandra belias,2,1,2,1
2262,frontiers,scientific,"30 agricultural, veterinary and food sciences; 30 agricultural, veterinary and food sciences; 3006 food sciences; 31 biological sciences; 31 biological sciences; 3107 microbiology","data_sheet_1_landscape, water quality, and weather factors associated with an increased likelihood of foodborne pathogen contamination of new york streams used to source water for produce production.docx",2020, hyatt green,1,1,1,1
2263,frontiers,scientific,"30 agricultural, veterinary and food sciences; 30 agricultural, veterinary and food sciences; 3006 food sciences; 31 biological sciences; 31 biological sciences; 3107 microbiology","data_sheet_1_landscape, water quality, and weather factors associated with an increased likelihood of foodborne pathogen contamination of new york streams used to source water for produce production.docx",2020, sherry roof,2,2,2,1
2264,frontiers,scientific,"30 agricultural, veterinary and food sciences; 30 agricultural, veterinary and food sciences; 3006 food sciences; 31 biological sciences; 31 biological sciences; 3107 microbiology","data_sheet_1_landscape, water quality, and weather factors associated with an increased likelihood of foodborne pathogen contamination of new york streams used to source water for produce production.docx",2020, martin wiedmann,5,2,4,1
2265,public library of science,scientific,31 biological sciences; 31 biological sciences; 3105 genetics,"sex biased expression and co-expression networks in development, using the hymenopteran <i>nasonia vitripennis</i>",2020,alfredo rago,2,2,1,2
2266,public library of science,scientific,31 biological sciences; 31 biological sciences; 3105 genetics,"sex biased expression and co-expression networks in development, using the hymenopteran <i>nasonia vitripennis</i>",2020, john h. werren,21,12,10,5
2267,public library of science,scientific,31 biological sciences; 31 biological sciences; 3105 genetics,"sex biased expression and co-expression networks in development, using the hymenopteran <i>nasonia vitripennis</i>",2020, john k. colbourne,3,3,3,2
2268,frontiers,scientific,41 environmental sciences; 41 environmental sciences; 4103 environmental biotechnology,"table_3_identification and comparative analysis of venom proteins in a pupal ectoparasitoid, pachycrepoideus vindemmiae.xls",2020,lei yang,1,1,1,1
2269,frontiers,scientific,41 environmental sciences; 41 environmental sciences; 4103 environmental biotechnology,"table_3_identification and comparative analysis of venom proteins in a pupal ectoparasitoid, pachycrepoideus vindemmiae.xls",2020, yi yang,2,2,2,2
2270,frontiers,scientific,41 environmental sciences; 41 environmental sciences; 4103 environmental biotechnology,"table_3_identification and comparative analysis of venom proteins in a pupal ectoparasitoid, pachycrepoideus vindemmiae.xls",2020, ming-ming liu,1,1,1,1
2271,frontiers,scientific,41 environmental sciences; 41 environmental sciences; 4103 environmental biotechnology,"table_3_identification and comparative analysis of venom proteins in a pupal ectoparasitoid, pachycrepoideus vindemmiae.xls",2020, zhi-chao yan,1,1,1,1
2272,frontiers,scientific,41 environmental sciences; 41 environmental sciences; 4103 environmental biotechnology,"table_3_identification and comparative analysis of venom proteins in a pupal ectoparasitoid, pachycrepoideus vindemmiae.xls",2020, li-ming qiu,1,1,1,1
2273,frontiers,scientific,41 environmental sciences; 41 environmental sciences; 4103 environmental biotechnology,"table_3_identification and comparative analysis of venom proteins in a pupal ectoparasitoid, pachycrepoideus vindemmiae.xls",2020, qi fang,4,4,3,3
2274,frontiers,scientific,41 environmental sciences; 41 environmental sciences; 4103 environmental biotechnology,"table_3_identification and comparative analysis of venom proteins in a pupal ectoparasitoid, pachycrepoideus vindemmiae.xls",2020, fang wang,2,2,2,2
2275,frontiers,scientific,41 environmental sciences; 41 environmental sciences; 4103 environmental biotechnology,"table_3_identification and comparative analysis of venom proteins in a pupal ectoparasitoid, pachycrepoideus vindemmiae.xls",2020, john h. werren,21,12,10,5
2276,frontiers,scientific,41 environmental sciences; 41 environmental sciences; 4103 environmental biotechnology,"table_3_identification and comparative analysis of venom proteins in a pupal ectoparasitoid, pachycrepoideus vindemmiae.xls",2020, gong-yin ye,1,1,1,1
2277,public library of science,scientific,32 biomedical and clinical sciences; 3215 reproductive medicine; 44 human society,demographic information on young women focus group participants.,2020,nicole k. richards,2,2,2,1
2278,public library of science,scientific,32 biomedical and clinical sciences; 3215 reproductive medicine; 44 human society,demographic information on young women focus group participants.,2020, elizabeth crockett,1,1,1,1
2279,public library of science,scientific,32 biomedical and clinical sciences; 3215 reproductive medicine; 44 human society,demographic information on young women focus group participants.,2020, christopher p. morley,2,2,2,1
